Label (Grouping),        No vehicle available
Census Tract 3021.04; Los Angeles County; California!!Total!!Margin of Error,±2.9
Census Tract 3021.04; Los Angeles County; California!!Male!!Estimate,4.00%
Census Tract 3021.04; Los Angeles County; California!!Male!!Margin of Error,±4.4
Census Tract 3021.04; Los Angeles County; California!!Female!!Estimate,3.50%
Census Tract 3021.04; Los Angeles County; California!!Female!!Margin of Error,±3.2
Census Tract 3022.01; Los Angeles County; California!!Total!!Estimate,5.40%
Census Tract 3022.01; Los Angeles County; California!!Total!!Margin of Error,±3.4
Census Tract 3022.01; Los Angeles County; California!!Male!!Estimate,4.00%
Census Tract 3022.01; Los Angeles County; California!!Male!!Margin of Error,±3.8
Census Tract 3022.01; Los Angeles County; California!!Female!!Estimate,6.90%
Census Tract 3022.01; Los Angeles County; California!!Female!!Margin of Error,±5.3
Census Tract 3022.02; Los Angeles County; California!!Total!!Estimate,15.80%
Census Tract 3022.02; Los Angeles County; California!!Total!!Margin of Error,±6.5
Census Tract 3022.02; Los Angeles County; California!!Male!!Estimate,19.90%
Census Tract 3022.02; Los Angeles County; California!!Male!!Margin of Error,±11.0
Census Tract 3022.02; Los Angeles County; California!!Female!!Estimate,11.20%
Census Tract 3022.02; Los Angeles County; California!!Female!!Margin of Error,±6.3
Census Tract 3023.01; Los Angeles County; California!!Total!!Estimate,7.00%
Census Tract 3023.01; Los Angeles County; California!!Total!!Margin of Error,±5.5
Census Tract 3023.01; Los Angeles County; California!!Male!!Estimate,8.30%
Census Tract 3023.01; Los Angeles County; California!!Male!!Margin of Error,±5.9
Census Tract 3023.01; Los Angeles County; California!!Female!!Estimate,5.80%
Census Tract 3023.01; Los Angeles County; California!!Female!!Margin of Error,±6.5
Census Tract 3023.02; Los Angeles County; California!!Total!!Estimate,2.10%
Census Tract 3023.02; Los Angeles County; California!!Total!!Margin of Error,±1.4
Census Tract 3023.02; Los Angeles County; California!!Male!!Estimate,2.40%
Census Tract 3023.02; Los Angeles County; California!!Male!!Margin of Error,±2.0
Census Tract 3023.02; Los Angeles County; California!!Female!!Estimate,1.80%
Census Tract 3023.02; Los Angeles County; California!!Female!!Margin of Error,±2.3
Census Tract 3024.01; Los Angeles County; California!!Total!!Estimate,1.50%
Census Tract 3024.01; Los Angeles County; California!!Total!!Margin of Error,±1.6
Census Tract 3024.01; Los Angeles County; California!!Male!!Estimate,2.20%
Census Tract 3024.01; Los Angeles County; California!!Male!!Margin of Error,±2.3
Census Tract 3024.01; Los Angeles County; California!!Female!!Estimate,0.60%
Census Tract 3024.01; Los Angeles County; California!!Female!!Margin of Error,±1.2
Census Tract 3025.03; Los Angeles County; California!!Total!!Estimate,2.70%
Census Tract 3025.03; Los Angeles County; California!!Total!!Margin of Error,±2.2
Census Tract 3025.03; Los Angeles County; California!!Male!!Estimate,1.50%
Census Tract 3025.03; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 3025.03; Los Angeles County; California!!Female!!Estimate,3.80%
Census Tract 3025.03; Los Angeles County; California!!Female!!Margin of Error,±4.1
Census Tract 3025.04; Los Angeles County; California!!Total!!Estimate,3.80%
Census Tract 3025.04; Los Angeles County; California!!Total!!Margin of Error,±3.5
Census Tract 3025.04; Los Angeles County; California!!Male!!Estimate,3.80%
Census Tract 3025.04; Los Angeles County; California!!Male!!Margin of Error,±4.9
Census Tract 3025.04; Los Angeles County; California!!Female!!Estimate,3.80%
Census Tract 3025.04; Los Angeles County; California!!Female!!Margin of Error,±4.4
Census Tract 3025.05; Los Angeles County; California!!Total!!Estimate,0.60%
Census Tract 3025.05; Los Angeles County; California!!Total!!Margin of Error,±1.0
Census Tract 3025.05; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3025.05; Los Angeles County; California!!Male!!Margin of Error,±3.6
Census Tract 3025.05; Los Angeles County; California!!Female!!Estimate,1.30%
Census Tract 3025.05; Los Angeles County; California!!Female!!Margin of Error,±2.3
Census Tract 3025.06; Los Angeles County; California!!Total!!Estimate,4.40%
Census Tract 3025.06; Los Angeles County; California!!Total!!Margin of Error,±3.4
Census Tract 3025.06; Los Angeles County; California!!Male!!Estimate,2.00%
Census Tract 3025.06; Los Angeles County; California!!Male!!Margin of Error,±2.1
Census Tract 3025.06; Los Angeles County; California!!Female!!Estimate,7.60%
Census Tract 3025.06; Los Angeles County; California!!Female!!Margin of Error,±6.8
Census Tract 3101; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 3101; Los Angeles County; California!!Total!!Margin of Error,±2.2
Census Tract 3101; Los Angeles County; California!!Male!!Estimate,1.20%
Census Tract 3101; Los Angeles County; California!!Male!!Margin of Error,±2.2
Census Tract 3101; Los Angeles County; California!!Female!!Estimate,1.30%
Census Tract 3101; Los Angeles County; California!!Female!!Margin of Error,±2.2
Census Tract 3102.01; Los Angeles County; California!!Total!!Estimate,2.90%
Census Tract 3102.01; Los Angeles County; California!!Total!!Margin of Error,±2.7
Census Tract 3102.01; Los Angeles County; California!!Male!!Estimate,4.80%
Census Tract 3102.01; Los Angeles County; California!!Male!!Margin of Error,±4.9
Census Tract 3102.01; Los Angeles County; California!!Female!!Estimate,1.10%
Census Tract 3102.01; Los Angeles County; California!!Female!!Margin of Error,±1.8
Census Tract 3102.02; Los Angeles County; California!!Total!!Estimate,2.40%
Census Tract 3102.02; Los Angeles County; California!!Total!!Margin of Error,±3.5
Census Tract 3102.02; Los Angeles County; California!!Male!!Estimate,3.80%
Census Tract 3102.02; Los Angeles County; California!!Male!!Margin of Error,±5.9
Census Tract 3102.02; Los Angeles County; California!!Female!!Estimate,1.00%
Census Tract 3102.02; Los Angeles County; California!!Female!!Margin of Error,±2.2
Census Tract 3103; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 3103; Los Angeles County; California!!Total!!Margin of Error,±3.0
Census Tract 3103; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3103; Los Angeles County; California!!Male!!Margin of Error,±5.5
Census Tract 3103; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 3103; Los Angeles County; California!!Female!!Margin of Error,±6.4
Census Tract 3104; Los Angeles County; California!!Total!!Estimate,1.70%
Census Tract 3104; Los Angeles County; California!!Total!!Margin of Error,±2.2
Census Tract 3104; Los Angeles County; California!!Male!!Estimate,1.10%
Census Tract 3104; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 3104; Los Angeles County; California!!Female!!Estimate,2.40%
Census Tract 3104; Los Angeles County; California!!Female!!Margin of Error,±3.2
Census Tract 3105.01; Los Angeles County; California!!Total!!Estimate,4.80%
Census Tract 3105.01; Los Angeles County; California!!Total!!Margin of Error,±3.4
Census Tract 3105.01; Los Angeles County; California!!Male!!Estimate,0.90%
Census Tract 3105.01; Los Angeles County; California!!Male!!Margin of Error,±1.4
Census Tract 3105.01; Los Angeles County; California!!Female!!Estimate,9.00%
Census Tract 3105.01; Los Angeles County; California!!Female!!Margin of Error,±6.9
Census Tract 3106.01; Los Angeles County; California!!Total!!Estimate,2.30%
Census Tract 3106.01; Los Angeles County; California!!Total!!Margin of Error,±2.1
Census Tract 3106.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3106.01; Los Angeles County; California!!Male!!Margin of Error,±2.4
Census Tract 3106.01; Los Angeles County; California!!Female!!Estimate,5.00%
Census Tract 3106.01; Los Angeles County; California!!Female!!Margin of Error,±4.5
Census Tract 3106.02; Los Angeles County; California!!Total!!Estimate,2.90%
Census Tract 3106.02; Los Angeles County; California!!Total!!Margin of Error,±2.9
Census Tract 3106.02; Los Angeles County; California!!Male!!Estimate,2.80%
Census Tract 3106.02; Los Angeles County; California!!Male!!Margin of Error,±2.8
Census Tract 3106.02; Los Angeles County; California!!Female!!Estimate,2.90%
Census Tract 3106.02; Los Angeles County; California!!Female!!Margin of Error,±4.8
Census Tract 3107.01; Los Angeles County; California!!Total!!Estimate,1.20%
Census Tract 3107.01; Los Angeles County; California!!Total!!Margin of Error,±2.0
Census Tract 3107.01; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3107.01; Los Angeles County; California!!Male!!Margin of Error,±9.2
Census Tract 3107.01; Los Angeles County; California!!Female!!Estimate,2.70%
Census Tract 3107.01; Los Angeles County; California!!Female!!Margin of Error,±4.4
Census Tract 3107.03; Los Angeles County; California!!Total!!Estimate,4.10%
Census Tract 3107.03; Los Angeles County; California!!Total!!Margin of Error,±3.1
Census Tract 3107.03; Los Angeles County; California!!Male!!Estimate,4.20%
Census Tract 3107.03; Los Angeles County; California!!Male!!Margin of Error,±3.7
Census Tract 3107.03; Los Angeles County; California!!Female!!Estimate,4.00%
Census Tract 3107.03; Los Angeles County; California!!Female!!Margin of Error,±3.3
Census Tract 3107.04; Los Angeles County; California!!Total!!Estimate,9.90%
Census Tract 3107.04; Los Angeles County; California!!Total!!Margin of Error,±7.3
Census Tract 3107.04; Los Angeles County; California!!Male!!Estimate,7.60%
Census Tract 3107.04; Los Angeles County; California!!Male!!Margin of Error,±6.6
Census Tract 3107.04; Los Angeles County; California!!Female!!Estimate,12.40%
Census Tract 3107.04; Los Angeles County; California!!Female!!Margin of Error,±9.8
Census Tract 3107.05; Los Angeles County; California!!Total!!Estimate,5.70%
Census Tract 3107.05; Los Angeles County; California!!Total!!Margin of Error,±6.1
Census Tract 3107.05; Los Angeles County; California!!Male!!Estimate,1.60%
Census Tract 3107.05; Los Angeles County; California!!Male!!Margin of Error,±2.7
Census Tract 3107.05; Los Angeles County; California!!Female!!Estimate,8.50%
Census Tract 3107.05; Los Angeles County; California!!Female!!Margin of Error,±10.1
Census Tract 3108; Los Angeles County; California!!Total!!Estimate,2.20%
Census Tract 3108; Los Angeles County; California!!Total!!Margin of Error,±3.8
Census Tract 3108; Los Angeles County; California!!Male!!Estimate,2.70%
Census Tract 3108; Los Angeles County; California!!Male!!Margin of Error,±4.6
Census Tract 3108; Los Angeles County; California!!Female!!Estimate,1.70%
Census Tract 3108; Los Angeles County; California!!Female!!Margin of Error,±2.8
Census Tract 3109; Los Angeles County; California!!Total!!Estimate,0.50%
Census Tract 3109; Los Angeles County; California!!Total!!Margin of Error,±0.9
Census Tract 3109; Los Angeles County; California!!Male!!Estimate,1.00%
Census Tract 3109; Los Angeles County; California!!Male!!Margin of Error,±1.7
Census Tract 3109; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 3109; Los Angeles County; California!!Female!!Margin of Error,±2.7
Census Tract 3110; Los Angeles County; California!!Total!!Estimate,4.80%
Census Tract 3110; Los Angeles County; California!!Total!!Margin of Error,±3.3
Census Tract 3110; Los Angeles County; California!!Male!!Estimate,4.30%
Census Tract 3110; Los Angeles County; California!!Male!!Margin of Error,±3.7
Census Tract 3110; Los Angeles County; California!!Female!!Estimate,5.40%
Census Tract 3110; Los Angeles County; California!!Female!!Margin of Error,±5.3
Census Tract 3111; Los Angeles County; California!!Total!!Estimate,0.40%
Census Tract 3111; Los Angeles County; California!!Total!!Margin of Error,±0.6
Census Tract 3111; Los Angeles County; California!!Male!!Estimate,0.80%
Census Tract 3111; Los Angeles County; California!!Male!!Margin of Error,±1.3
Census Tract 3111; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 3111; Los Angeles County; California!!Female!!Margin of Error,±4.1
Census Tract 3112; Los Angeles County; California!!Total!!Estimate,0.60%
Census Tract 3112; Los Angeles County; California!!Total!!Margin of Error,±1.0
Census Tract 3112; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3112; Los Angeles County; California!!Male!!Margin of Error,±5.5
Census Tract 3112; Los Angeles County; California!!Female!!Estimate,1.10%
Census Tract 3112; Los Angeles County; California!!Female!!Margin of Error,±1.8
Census Tract 3113; Los Angeles County; California!!Total!!Estimate,0.00%
Census Tract 3113; Los Angeles County; California!!Total!!Margin of Error,±1.9
Census Tract 3113; Los Angeles County; California!!Male!!Estimate,0.00%
Census Tract 3113; Los Angeles County; California!!Male!!Margin of Error,±3.7
Census Tract 3113; Los Angeles County; California!!Female!!Estimate,0.00%
Census Tract 3113; Los Angeles County; California!!Female!!Margin of Error,±3.8
Census Tract 3114; Los Angeles County; California!!Total!!Estimate,4.60%
Census Tract 3114; Los Angeles County; California!!Total!!Margin of Error,±4.7
Census Tract 3114; Los Angeles County; California!!Male!!Estimate,7.90%
Census Tract 3114; Los Angeles County; California!!Male!!Margin of Error,±8.2
Census Tract 3114; Los Angeles County; California!!Female!!Estimate,0.90%
Census Tract 3114; Los Angeles County; California!!Female!!Margin of Error,±1.5
Census Tract 3115; Los Angeles County; California!!Total!!Estimate,0.80%
Census Tract 3115; Los Angeles County; California!!Total!!Margin of Error,±1.8
Census Tract 3115; Los Angeles County; California!!Male!!Estimate,0.80%
Census Tract 3115; Los Angeles County; California!!Male!!Margin of Error,±1.4
Census Tract 3115; Los Angeles County; California!!Female!!Estimate,0.90%
Census Tract 3115; Los Angeles County; California!!Female!!Margin of Error,±2.3
Census Tract 3116.01; Los Angeles County; California!!Total!!Estimate,4.70%
Census Tract 3116.01; Los Angeles County; California!!Total!!Margin of Error,±6.3
Census Tract 3116.01; Los Angeles County; California!!Male!!Estimate,4.20%
Census Tract 3116.01; Los Angeles County; California!!Male!!Margin of Error,±6.2
